Tipo_esercizio_storico_pe,Insegna,Tipo_via,Descrizione_via,Civico,Codice_via,ZD,Forma_vendita,Settore_storico_pe,Superficie_somministrazione,Isolato,Forma_commercio_solo_somministrazione_boolean,Forma_commercio_somministrazione/minuto_boolean,Forma_commercio_prev_somministrazione_boolean,Forma_commercio_prev_minuto_boolean,Ingresso
bar caffetteria,unspecified,PZA,SEI FEBBRAIO,160,6358,8,misto,genere merceologico soggetto ad autorizzazione sanitaria,60.0,75,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,SEMPIONE,50,7111,1,al banco,bar caffetteria;cibi cotti preconfezionati;tavola fredda,27.0,217,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,SEMPIONE,2,7111,1,misto,genere merceologico soggetto ad autorizzazione sanitaria,60.0,180,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,TIRANA,120,5378,6,al banco,genere merceologico soggetto ad autorizzazione sanitaria,31.0,126,False,False,False,False,ANGOLO VIA GONIN FRANCESCO
bar caffetteria,unspecified,PZA,VELASCA,40,335,1,al tavolo,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,432.0,316,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,VENTICINQUE APRILE,70,1064,9,al banco,"bar,pasticceria,gelateria,cremeria,creperia",23.0,300,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,VENTIQUATTRO MAGGIO,100,5200,5,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;ristorante",80.0,110,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,VENTIQUATTRO MAGGIO,100,5200,5,al banco,bar caffetteria;ristorante,48.0,111,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,VENTIQUATTRO MAGGIO,80,5200,5,al banco,bar gastronomici e simili,45.0,90,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,VENTIQUATTRO MAGGIO,80,5200,5,misto,bar caffetteria;bar gastronomici e simili;ristorante,156.0,119,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,VESUVIO,140,6110,7,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,38.0,182,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,PZA,VIGILI DEL FUOCO,70,2710,3,al banco,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;gelateria",35.0,71,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,170,5150,6,al banco,"wine,birreria,pub,enoteca,caffetteria,the",16.0,112,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,270,5150,6,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;trattoria,38.0,68,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,370,5150,6,al banco,ristorante,38.0,67,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,490,5150,6,al banco,genere merceologico soggetto ad autorizzazione sanitaria,18.0,112,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,530,5150,6,misto,genere merceologico soggetto ad autorizzazione sanitaria,77.0,73,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,610,5150,6,al banco,"wine,birreria,pub,enoteca,caffetteria,the",57.0,71,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,790,5150,6,misto,bar caffetteria;ristorante,180.0,72,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,790,5150,6,al tavolo,pizzeria e simili,317.0,73,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,RIP,DI PORTA TICINESE,90,5150,6,al banco,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola calda,self service,fast food",62.0,74,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ABBAZIA,40,1310,2,al banco,genere merceologico soggetto ad autorizzazione sanitaria,32.0,214,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ADIGE,170,4216,5,misto,ristorante,87.0,156,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ADIGE,230,4216,5,misto,ristorante,90.0,150,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ADRIANO PUBLIO ELIO,1100,2410,2,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,149.0,200,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ADRIANO PUBLIO ELIO,940,2410,2,al banco,"wine,birreria,pub,enoteca,caffetteria,the",67.0,203,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AGNELLO,170,209,1,misto,bar caffetteria;pizzeria;pizzeria e simili;ristorante,91.0,287,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AGNELLO,190,209,1,al banco,bar caffetteria;bar gastronomici e simili,40.0,279,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AGNELLO,80,209,1,al tavolo,bar caffetteria;ristorante,177.0,289,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AGNELLO,80,209,1,misto,bar caffetteria;pizzeria;pizzeria e simili;ristorante,218.0,311,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AGORDAT,250,2362,2,al tavolo,genere merceologico soggetto ad autorizzazione sanitaria,100.0,167,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AJACCIO,150,3246,3,al banco,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,26.0,156,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AJACCIO,90,3246,3,misto,bar caffetteria;ristorante,88.0,160,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALBANI FRANCESCO,710,6399,8,al banco,genere merceologico soggetto ad autorizzazione sanitaria,40.0,152,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALBERTI LEON BATTISTA,100,7167,8,al tavolo,"bar caffetteria;bar gastronomici e simili;wine,birreria,pub,enoteca,caffetteria,the",111.0,107,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALBERTINELLI MARIOTTO,90,6561,7,misto,bar caffetteria;bar gastronomici e simili;tavola fredda,87.0,228,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALBRICCI ALBERICO,20,337,1,al banco,bar gastronomici e simili,52.0,276,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALEARDI ALEARDO,20,7209,8,al banco,bar gastronomici e simili,70.0,100,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALSERIO,190,1153,9,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,52.0,185,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALSERIO,220,1153,9,misto,ristorante,127.0,187,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALSERIO,30,1153,9,misto,bar caffetteria;bar gastronomici e simili;disco piano american bar serali,89.0,203,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALSERIO,30,1153,9,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,48.0,183,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ALSERIO,90,1153,9,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,274.0,187,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AMEDEO D'AOSTA,30,2095,3,al banco,bar gastronomici e simili,50.0,98,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AMORETTI CARLO,940,7340,9,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,113.0,67,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,AMPERE ANDREA MARIA,1230,2428,3,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,25.0,44,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ANDREOLI DON GIUSEPPE,200,1467,9,misto,bar caffetteria,60.0,35,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ANDREOLI DON GIUSEPPE,230,1467,9,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,20.0,45,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ANDREOLI DON GIUSEPPE,270,1467,9,misto,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;ristorante",69.0,42,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ANFOSSI AUGUSTO,20,3071,4,al banco,bar gastronomici e simili;ristorante,57.0,74,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ANFOSSI AUGUSTO,50,3071,4,al banco,bar caffetteria;tavola fredda,26.0,79,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ANGELO DELLA PERGOLA,70,1137,9,al banco,"bar caffetteria;bar gastronomici e simili;wine,birreria,pub,enoteca,caffetteria,the",32.0,180,False,False,False,False,LO DELLA PERGOLA N. 7
bar caffetteria,unspecified,VIA,ANGUISSOLA SOFONISBA,310,6609,7,misto,genere merceologico soggetto ad autorizzazione sanitaria,60.0,39,False,False,False,False,ISSOLA SOFONISBA N. 31
bar caffetteria,unspecified,VIA,ANSELMO DA BAGGIO,630,6782,7,misto,genere merceologico soggetto ad autorizzazione sanitaria,60.0,211,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,APPENNINI,77,7514,8,al banco,pizzeria e simili,22.0,60,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,APPIANI ANDREA,110,1050,1,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",32.0,220,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,APPIANI ANDREA,150,1050,1,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,31.0,163,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARBE,470,1352,2,al banco,bar caffetteria;tavola fredda,21.0,100,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARCO,10,714,1,misto,"bar caffetteria;tavola calda,self service,fast food",59.0,245,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARCONATI COSTANZA,90,3211,4,al banco,"pizzeria e simili;tavola calda,self service,fast food",34.0,82,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARESE FRANCESCO,200,1186,9,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,69.0,211,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARIBERTO DA INTIMIANO,170,5092,1,al banco,ristorante;tavola calda,42.0,253,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARIBERTO DA INTIMIANO,30,5092,1,al banco,genere merceologico soggetto ad autorizzazione sanitaria,28.0,299,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARIMONDI GIUSEPPE,110,7179,8,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,89.0,229,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARNALDO DA BRESCIA,30,1151,9,al banco,"wine,birreria,pub,enoteca,caffetteria,the",51.0,147,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ARSIA,70,7472,8,al banco,bar caffetteria,44.0,80,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ASIAGO,590,2459,2,misto,bar caffetteria,103.0,176,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ASIAGO,590,2459,2,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,103.0,172,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ASIAGO,680,2459,2,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,117.0,218,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ASTESANI ALESSANDRO,290,1558,9,misto,bar caffetteria,114.0,73,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ASTESANI ALESSANDRO,20,1558,9,al banco,genere merceologico soggetto ad autorizzazione sanitaria,18.0,101,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ASTESANI ALESSANDRO,410,1558,9,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,72.0,102,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BAGAROTTI MAFFEO,400,6585,7,al banco,genere merceologico soggetto ad autorizzazione sanitaria,55.0,253,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BANDELLO MATTEO,140,6214,1,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola fredda,57.0,189,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BANFI ANTONIO,20,5404,1,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,83.0,260,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BARACCHINI FLAVIO,90,356,1,misto,ristorante,152.0,247,False,False,False,False,VIA LARGA
bar caffetteria,unspecified,VIA,BARONI COSTANTINO,110,5422,5,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,56.0,74,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BARRILI ANTON GIULIO,240,5324,5,al banco,"bar,pasticceria,gelateria,cremeria,creperia",36.0,64,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BARTOLINI LORENZO,290,7178,8,al banco,ristorante,34.0,205,False,False,False,False,VIALE MONTECENERI
bar caffetteria,unspecified,VIA,BASSINI EDOARDO,470,2587,3,al banco,pizzeria;pizzeria e simili,14.0,84,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BASSINI EDOARDO,510,2587,3,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,35.0,76,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BASSI UGO,300,1143,9,al banco,"bar caffetteria;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",15.0,214,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BAZZINI ANTONIO,20,2427,3,al banco,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola calda;tavola calda,self service,fast food",21.0,70,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BAZZINI ANTONIO,340,2427,3,al banco,bar gastronomici e simili,41.0,71,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BEATO ANGELICO,250,3204,3,al banco,"bar caffetteria;bar gastronomici e simili;bar,pasticceria,gelateria,cremeria,creperia",47.0,144,False,False,False,False,LICO N. 25
bar caffetteria,unspecified,VIA,BELLEZZA GIOVANNI,120,4067,5,al banco,bar gastronomici e simili,33.0,80,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BENACO,260,4143,5,al banco,bar caffetteria;pizzeria;pizzeria e simili,32.0,77,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BENEFATTORI DELL'OSPEDALE,10,1522,9,al banco,bar caffetteria,49.0,74,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BENGASI,70,2375,1,misto,bar caffetteria,59.0,292,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BERGAMO,30,3189,4,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,17.0,89,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BERTANI AGOSTINO,160,7112,1,al banco,"bar caffetteria;bar gastronomici e simili;disco piano american bar serali;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;wine,birreria,pub,enoteca,caffetteria,the",38.0,264,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BERTANI AGOSTINO,20,7112,1,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,55.0,206,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BERTANI AGOSTINO,20,7112,1,al tavolo,bar caffetteria;bar gastronomici e simili,111.0,278,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BERTINI GIOVANNI BATTISTA,20,7207,8,misto,bar caffetteria;cibi cotti preconfezionati;ristorante,122.0,95,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BERUTO CESARE,130,2586,3,misto,bar caffetteria;ristorante,60.0,92,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BERUTO CESARE,130,2586,3,misto,genere merceologico soggetto ad autorizzazione sanitaria,68.0,83,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BESSARIONE,460,4152,4,al banco,bar caffetteria;pizzeria e simili;ristorante,26.0,73,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BESSARIONE,50,4152,4,misto,ristorante,89.0,63,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BINDA AMBROGIO,160,5298,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda,37.0,39,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BISCEGLIE,920,6707,6,misto,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda,self service,fast food",179.0,51,False,False,False,False,CORTILE - CON INGR.IN VIA
bar caffetteria,unspecified,VIA,BIXIO NINO,110,3133,3,al banco,bar caffetteria;cibi cotti preconfezionati;tavola fredda,50.0,136,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BIXIO NINO,10,3133,3,al banco,bar caffetteria,24.0,130,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BIZZONI ACHILLE,70,1359,2,al banco,genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,34.0,200,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BOBBIO,20,5107,6,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,88.0,57,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BOCCACCIO GIOVANNI,110,6158,1,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria,47.0,235,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BOCCACCIO GIOVANNI,150,6158,1,al banco,"tavola calda,self service,fast food",38.0,243,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BOCCACCIO GIOVANNI,40,6158,1,al banco,ristorante,18.0,231,False,False,False,False,PIAZZA VIRGILIO/VIA M
bar caffetteria,unspecified,VIA,BOIARDO MATTEO MARIA,110,2323,2,misto,bar gastronomici e simili;pizzeria e simili,56.0,271,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,BONCOMPAGNI CARLO,120,4182,4,misto,prodotti di gastronomia;spaccio bevande analcoliche,60.0,74,False,False,False,False,ACCESSO ESTERNO
